Division,PA House,PA Senate,Phila City Council,US Congressional 113
5305,202,2,9,13
5306,202,2,9,13
5307,202,2,9,13
5308,202,2,9,13
5309,202,2,9,13
5310,202,2,9,13
5311,202,2,9,13
5312,202,2,9,13
5313,202,2,9,13
5314,202,2,9,13
5315,202,2,9,13
5316,202,2,9,13
5317,202,2,9,13
5318,202,2,9,13
5319,202,2,9,13
5320,202,2,9,13
5321,202,2,9,13
5322,202,2,9,13
5323,202,2,9,13
5401,179,2,7,13
5402,202,2,7,13
5403,202,5,7,1
5404,202,5,7,13
5405,202,5,7,13
5406,202,5,7,13
5407,202,5,6,13
5408,202,5,6,13
5409,202,5,6,13
5410,172,5,6,13
5411,202,5,6,13
5412,202,5,6,13
5413,202,5,6,13
5414,172,5,6,1
5415,172,5,6,1
5416,202,5,6,1
5417,202,5,6,13
5418,202,5,6,13
5419,172,5,6,1
5420,172,5,6,1
5421,172,5,6,1
5422,172,5,6,13
5501,177,2,6,1
5502,177,2,6,1
5503,177,2,6,1
5504,173,2,6,1
5505,173,2,6,1
5506,177,2,6,1
5507,173,2,6,1
5508,177,2,6,1
5509,172,2,6,1
5510,172,2,6,1
5511,177,2,6,1
5512,177,2,6,1
5513,172,2,6,1
5514,172,2,6,1
5515,172,2,6,1
5516,172,2,6,1
5517,172,2,6,1
5518,177,2,6,1
5519,177,2,6,1
5520,177,2,6,1
5521,177,2,6,1
5522,177,2,6,1
5523,177,2,6,1
5524,177,2,6,13
5525,177,2,6,1
5526,173,2,6,1
5527,177,2,6,1
5528,173,2,6,1
5529,177,2,6,1
5601,172,5,10,13
5602,174,5,10,13
5603,172,5,10,13
5604,172,5,10,13
5605,174,5,10,13
5606,174,5,10,13
5607,202,5,10,13
5608,172,5,10,13
5609,172,5,10,13
5610,174,5,10,13
5611,174,5,10,13
5612,174,5,10,13
5613,172,5,10,13
5614,172,5,10,13
5615,172,5,10,13
5616,174,5,10,13
5617,174,5,10,13
5618,174,5,10,13
5619,174,5,10,13
5620,174,5,10,13
5621,174,5,10,13
5622,174,5,10,13
5623,174,5,10,13
5624,174,5,10,13
5625,174,5,10,13
5626,174,5,10,13
5627,174,5,10,13
5628,174,5,10,13
5629,174,5,10,13
5630,174,5,10,13
5631,174,5,10,13
5632,172,5,10,13
5633,172,5,10,13
5634,172,5,10,13
5635,174,5,10,13
5636,174,5,10,13
5637,174,5,10,13
5638,174,5,10,13
5639,174,5,10,13
5640,172,5,10,13
5641,174,5,10,13
5701,174,5,6,13
5702,174,5,6,13
5703,174,5,6,13
5704,174,5,6,13
5705,174,5,6,13
5706,174,5,6,13
5707,174,5,6,13
5708,174,5,6,13
5709,174,5,6,13
5710,174,5,6,13
5711,174,5,6,13
5712,174,5,6,13
5713,172,5,6,13
5714,172,5,6,13
5715,174,5,6,13
5716,174,5,6,13
5717,174,5,6,13
5718,174,5,6,1
5719,174,5,6,13
5720,174,5,6,13
5721,174,5,6,13
5722,174,5,6,13
5723,174,5,6,13
5724,174,5,6,13
5725,174,5,6,13
5726,174,5,6,13
5727,174,5,6,13
5728,174,5,6,13
5801,170,5,10,13
5802,170,5,10,13
5803,170,5,10,13
5804,170,5,10,13
5805,170,5,10,13
5806,170,5,10,13
5807,170,5,10,13
5808,170,5,10,13
5809,172,5,10,13
5810,172,5,10,13
5811,174,5,10,13
5812,170,5,10,13
5813,172,5,10,13
5814,170,5,10,13
5815,170,5,10,13
5816,172,5,10,13
5817,172,5,10,13
5818,170,5,10,13
5819,172,5,10,13
5820,170,5,10,13
5821,170,5,10,13
5822,170,5,10,13
5823,170,5,10,13
5824,170,5,10,13
5825,170,5,10,13
5826,172,5,10,13
5827,170,5,10,13
5828,174,5,10,13
5829,170,5,10,13
5830,170,5,10,13
5831,170,5,10,13
5832,170,5,10,13
5833,170,5,10,13
5834,170,5,10,13
5835,170,5,10,13
5836,170,5,10,13
5837,170,5,10,13
5838,170,5,10,13
5839,170,5,10,13
5840,170,5,10,13
5841,170,5,10,13
5842,170,5,10,13
5843,170,5,10,13
5844,170,5,10,13
5901,201,4,8,2
5902,201,4,8,2
5903,201,4,8,2
5904,201,4,8,2
5905,201,4,8,2
5906,201,4,8,2
5907,201,4,8,2
5908,201,4,8,2
5909,201,4,8,2
5910,201,4,8,2
5911,201,4,8,2
5912,201,4,8,2
5913,201,4,8,2
5914,201,4,8,2
5915,201,4,8,2
5916,201,4,8,2
5917,201,4,8,2
5918,201,4,8,2
5919,201,4,8,2
5920,201,4,8,2
5921,201,4,8,2
5922,201,4,8,2
5923,201,4,8,2
5924,201,4,8,2
5925,201,4,8,2
6001,188,7,3,2
6002,188,7,3,2
6003,188,7,3,2
6004,190,7,3,2
6005,190,8,3,2
6006,190,8,3,2
6007,191,8,3,2
6008,190,7,3,2
6009,190,7,3,2
6010,190,8,3,2
6011,190,8,3,2
6012,190,7,3,2
6013,190,7,3,2
6014,190,8,3,2
6015,190,8,3,2
6016,190,8,3,2
6017,190,8,3,2
6018,190,8,3,2
6019,191,8,3,2
6020,190,8,3,2
6021,190,8,3,2
6022,191,8,3,2
6023,188,7,3,2
6101,179,3,9,2
6102,179,3,9,2
6103,179,3,9,13
6104,203,3,9,13
6105,203,3,9,13
6106,203,3,9,2
6107,179,3,9,2
6108,203,3,9,13
6109,203,3,9,13
6110,203,3,9,13
6111,203,3,9,13
6112,203,3,9,13
6113,203,3,9,13
6114,203,3,9,13
6115,203,3,9,13
6116,203,3,9,13
6117,203,3,9,2
6118,203,3,9,13
6119,203,3,9,13
6120,203,3,9,13
6121,203,3,9,2
6122,203,3,9,2
6123,203,3,9,2
6124,203,3,9,2
6125,203,3,9,13
6126,203,3,9,13
6127,203,3,9,13
6128,203,3,9,13
6201,179,2,7,1
6202,179,2,7,1
6203,179,2,7,1
6204,179,2,7,1
6205,179,2,7,1
6206,179,2,7,1
6207,179,2,7,1
6208,179,2,7,1
6209,179,2,7,1
6210,179,2,7,13
6211,179,2,7,1
6212,179,2,7,1
6213,202,2,7,1
6214,179,2,7,1
6215,202,2,7,1
6216,202,2,7,1
6217,202,2,6,1
6218,202,2,7,1
6219,179,2,7,1
6220,202,2,7,13
6221,202,2,6,1
6222,202,2,6,1
6223,202,2,7,1
6224,202,2,6,1
6225,202,2,6,1
6226,202,2,6,1
6301,172,2,10,13
6302,172,2,10,13
6303,172,2,10,13
6304,172,2,10,13
6305,172,2,10,13
6306,172,2,10,13
6307,172,2,10,13
6308,172,2,10,13
6309,172,2,10,13
6310,172,2,10,13
6311,172,2,10,13
6312,172,2,10,13
6313,172,2,10,13
6314,172,2,10,13
6315,172,2,10,13
6316,152,2,10,13
6317,152,2,10,13
6318,152,2,10,13
6319,152,2,10,13
6320,152,2,10,13
6321,152,2,10,13
6322,172,2,10,13
6323,172,2,10,13
6324,152,2,10,13
6325,172,2,10,13
6401,172,2,6,13
6402,177,2,6,13
6403,172,2,6,13
6404,177,2,6,13
6405,172,2,6,13
6406,177,2,6,13
6407,172,5,6,13
6408,172,2,6,13
6409,172,2,6,13
6410,177,2,6,13
6411,177,2,6,13
6412,177,2,6,1
6413,177,2,6,13
6414,177,2,6,13
6415,172,5,6,13
6416,177,2,6,13
6417,177,2,6,13
6418,177,2,6,13
6501,173,5,6,1
6502,173,5,6,1
6503,173,5,6,1
6504,173,5,6,1
6505,173,5,6,1
6506,173,5,6,1
6507,173,5,6,1
6508,173,5,6,1
6509,173,5,6,1
6510,173,5,6,1
6511,173,5,6,1
6512,173,5,6,1
6513,173,5,6,1
6514,173,5,6,1
6515,173,5,6,1
6516,173,5,6,1
6517,173,5,6,1
6518,173,5,6,1
6519,173,5,6,1
6520,173,5,6,1
6521,173,5,6,1
6522,173,5,6,1
6523,173,5,6,1
6601,170,5,10,13
6602,173,5,10,13
6603,170,5,10,13
6604,170,5,10,13
6605,170,5,10,13
6606,170,5,10,13
6607,173,5,10,13
6608,170,5,10,13
6609,170,5,10,13
6610,170,5,10,13
6611,173,5,10,13
6612,170,5,10,13
6613,170,5,10,13
6614,170,5,10,13
6615,170,5,10,13
6616,170,5,10,13
6617,173,5,10,13
6618,170,5,10,13
6619,174,5,10,13
6620,170,5,10,13
6621,174,5,10,13
6622,170,5,10,13
6623,170,5,10,13
6624,173,5,10,13
6625,174,5,10,13
6626,174,5,10,13
6627,174,5,10,13
6628,174,5,10,13
6629,173,5,10,13
6630,173,5,10,13
6631,170,5,10,13
6632,173,5,10,13
6633,170,5,10,13
6634,170,5,10,13
6635,173,5,10,13
6636,173,5,10,13
6637,173,5,10,13
6638,170,5,10,13
6639,170,5,10,13
6640,170,5,10,13
6641,170,5,10,13
6642,173,5,10,13
6643,173,5,10,13
6644,173,5,10,13
6645,173,5,10,13
6646,174,5,10,13
